id,code,original_code,description,unit,category,subcategory,work_type,rate,cellRate_reference,cellRate_rate,excelCellReference,sourceSheetName,keywords
DR_0085_Drainage,DR0085,88,Excavate trenches for 300mm dia pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: 5.75 - 6 m,m,Drainage,Pipework,Drainage Works,431.17,Drainage!O112,431.17,Drainage!A112,Drainage,300mm|excavate|trench|pipe|backfill|sem|dispose|invert
DR_0086_Drainage,DR0086,89,Excavate trenches for 300mm dia pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: 6 - 6.25 m,m,Drainage,Pipework,Drainage Works,447.45,Drainage!O113,447.45,Drainage!A113,Drainage,300mm|excavate|trench|pipe|backfill|sem|dispose|invert
DR_0087_Drainage,DR0087,90,Excavate trenches for 300mm dia pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: 6.25 - 6.5 m,m,Drainage,Pipework,Drainage Works,463.73,Drainage!O114,463.73,Drainage!A114,Drainage,300mm|excavate|trench|pipe|backfill|sem|dispose|invert
DR_0088_Drainage,DR0088,91,Excavate trenches for 450mm dia pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: not exceeding 0.5 m,m,Drainage,Pipework,Drainage Works,29.41,Drainage!O116,29.41,Drainage!A116,Drainage,450mm|excavate|trench|pipe|backfill|sem|dispose|invert
DR_0089_Drainage,DR0089,92,Excavate trenches for 450mm dia pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: 0.5 - 0.75 m,m,Drainage,Pipework,Drainage Works,34.18,Drainage!O117,34.18,Drainage!A117,Drainage,450mm|excavate|trench|pipe|backfill|sem|dispose|invert
DR_0090_Drainage,DR0090,93,Excavate trenches for 450mm dia pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: 0.75 - 1 m,m,Drainage,Pipework,Drainage Works,38.94,Drainage!O118,38.94,Drainage!A118,Drainage,450mm|excavate|trench|pipe|backfill|sem|dispose|invert
DR_0091_Drainage,DR0091,94,Excavate trenches for 450mm dia pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: 1 - 1.25 m,m,Drainage,Pipework,Drainage Works,54.34,Drainage!O119,54.34,Drainage!A119,Drainage,450mm|excavate|trench|pipe|backfill|sem|dispose|invert
DR_0092_Drainage,DR0092,95,Excavate trenches for 450mm dia pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: 1.25 - 1.5 m,m,Drainage,Pipework,Drainage Works,61.24,Drainage!O120,61.24,Drainage!A120,Drainage,450mm|excavate|trench|pipe|backfill|sem|dispose|invert
DR_0093_Drainage,DR0093,96,Excavate trenches for 450mm dia pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: 1.5 - 1.75 m,m,Drainage,Pipework,Drainage Works,68.13,Drainage!O121,68.13,Drainage!A121,Drainage,450mm|excavate|trench|pipe|backfill|sem|dispose|invert
DR_0094_Drainage,DR0094,97,Excavate trenches for 450mm dia pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: 1.75 - 2 m,m,Drainage,Pipework,Drainage Works,75.02,Drainage!O122,75.02,Drainage!A122,Drainage,450mm|excavate|trench|pipe|backfill|sem|dispose|invert
DR_0095_Drainage,DR0095,98,Excavate trenches for 450mm dia pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: 2 - 2.25 m,m,Drainage,Pipework,Drainage Works,102.84,Drainage!O123,102.84,Drainage!A123,Drainage,450mm|excavate|trench|pipe|backfill|sem|dispose|invert
DR_0096_Drainage,DR0096,99,Excavate trenches for 450mm dia pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: 2.25 - 2.5 m,m,Drainage,Pipework,Drainage Works,111.32,Drainage!O124,111.32,Drainage!A124,Drainage,450mm|excavate|trench|pipe|backfill|sem|dispose|invert
DR_0097_Drainage,DR0097,100,Excavate trenches for 450mm dia pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: 2.5 - 2.75 m,m,Drainage,Pipework,Drainage Works,130.91,Drainage!O125,130.91,Drainage!A125,Drainage,450mm|excavate|trench|pipe|backfill|sem|dispose|invert
DR_0098_Drainage,DR0098,101,Excavate trenches for 450mm dia pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: 2.75 - 3 m,m,Drainage,Pipework,Drainage Works,140.46,Drainage!O126,140.46,Drainage!A126,Drainage,450mm|excavate|trench|pipe|backfill|sem|dispose|invert
DR_0099_Drainage,DR0099,102,Excavate trenches for 450mm dia pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: 3 - 3.25 m,m,Drainage,Pipework,Drainage Works,263.34,Drainage!O127,263.34,Drainage!A127,Drainage,450mm|excavate|trench|pipe|backfill|sem|dispose|invert
DR_0100_Drainage,DR0100,103,Excavate trenches for 450mm dia pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: 3.25 - 3.5 m,m,Drainage,Pipework,Drainage Works,279.62,Drainage!O128,279.62,Drainage!A128,Drainage,450mm|excavate|trench|pipe|backfill|sem|dispose|invert
DR_0101_Drainage,DR0101,104,Excavate trenches for 450mm dia pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: 3.5 - 3.75 m,m,Drainage,Pipework,Drainage Works,295.9,Drainage!O129,295.9,Drainage!A129,Drainage,450mm|excavate|trench|pipe|backfill|sem|dispose|invert
DR_0102_Drainage,DR0102,105,Excavate trenches for 450mm dia pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: 3.75 - 4 m,m,Drainage,Pipework,Drainage Works,312.19,Drainage!O130,312.19,Drainage!A130,Drainage,450mm|excavate|trench|pipe|backfill|sem|dispose|invert
DR_0103_Drainage,DR0103,106,Excavate trenches for 450mm dia pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: 4 - 4.25 m,m,Drainage,Pipework,Drainage Works,328.47,Drainage!O131,328.47,Drainage!A131,Drainage,450mm|excavate|trench|pipe|backfill|sem|dispose|invert
DR_0104_Drainage,DR0104,107,Excavate trenches for 450mm dia pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: 4.25 - 4.5 m,m,Drainage,Pipework,Drainage Works,344.75,Drainage!O132,344.75,Drainage!A132,Drainage,450mm|excavate|trench|pipe|backfill|sem|dispose|invert
DR_0105_Drainage,DR0105,108,Excavate trenches for 450mm dia pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: 4.5 - 4.75 m,m,Drainage,Pipework,Drainage Works,361.04,Drainage!O133,361.04,Drainage!A133,Drainage,450mm|excavate|trench|pipe|backfill|sem|dispose|invert
DR_0106_Drainage,DR0106,109,Excavate trenches for 450mm dia pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: 4.75 - 5 m,m,Drainage,Pipework,Drainage Works,377.32,Drainage!O134,377.32,Drainage!A134,Drainage,450mm|excavate|trench|pipe|backfill|sem|dispose|invert
DR_0107_Drainage,DR0107,110,Excavate trenches for 450mm dia pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: 5 - 5.25 m,m,Drainage,Pipework,Drainage Works,393.6,Drainage!O135,393.6,Drainage!A135,Drainage,450mm|excavate|trench|pipe|backfill|sem|dispose|invert
DR_0108_Drainage,DR0108,111,Excavate trenches for 450mm dia pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: 5.25 - 5.5 m,m,Drainage,Pipework,Drainage Works,409.89,Drainage!O136,409.89,Drainage!A136,Drainage,450mm|excavate|trench|pipe|backfill|sem|dispose|invert
DR_0109_Drainage,DR0109,112,Excavate trenches for 450mm dia pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: 5.5 - 5.75 m,m,Drainage,Pipework,Drainage Works,426.17,Drainage!O137,426.17,Drainage!A137,Drainage,450mm|excavate|trench|pipe|backfill|sem|dispose|invert
DR_0110_Drainage,DR0110,113,Excavate trenches for 450mm dia pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: 5.75 - 6 m,m,Drainage,Pipework,Drainage Works,442.45,Drainage!O138,442.45,Drainage!A138,Drainage,450mm|excavate|trench|pipe|backfill|sem|dispose|invert
DR_0111_Drainage,DR0111,114,Excavate trenches for 450mm dia pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: 6 - 6.25 m,m,Drainage,Pipework,Drainage Works,458.73,Drainage!O139,458.73,Drainage!A139,Drainage,450mm|excavate|trench|pipe|backfill|sem|dispose|invert
DR_0112_Drainage,DR0112,115,Excavate trenches for 450mm dia pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: 6.25 - 6.5 m,m,Drainage,Pipework,Drainage Works,475.02,Drainage!O140,475.02,Drainage!A140,Drainage,450mm|excavate|trench|pipe|backfill|sem|dispose|invert
DR_0113_Drainage,DR0113,116,Excavate trenches for 600mm dia pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: not exceeding 0.5 m,m,Drainage,Pipework,Drainage Works,40.37,Drainage!O142,40.37,Drainage!A142,Drainage,600mm|excavate|trench|pipe|backfill|sem|dispose|invert
DR_0114_Drainage,DR0114,117,Excavate trenches for 600mm dia pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: 0.5 - 0.75 m,m,Drainage,Pipework,Drainage Works,46.09,Drainage!O143,46.09,Drainage!A143,Drainage,600mm|excavate|trench|pipe|backfill|sem|dispose|invert
DR_0115_Drainage,DR0115,118,Excavate trenches for 600mm dia pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: 0.75 - 1 m,m,Drainage,Pipework,Drainage Works,51.81,Drainage!O144,51.81,Drainage!A144,Drainage,600mm|excavate|trench|pipe|backfill|sem|dispose|invert
DR_0116_Drainage,DR0116,119,Excavate trenches for 600mm dia pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: 1 - 1.25 m,m,Drainage,Pipework,Drainage Works,68.16,Drainage!O145,68.16,Drainage!A145,Drainage,600mm|excavate|trench|pipe|backfill|sem|dispose|invert
DR_0117_Drainage,DR0117,120,Excavate trenches for 600mm dia pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: 1.25 - 1.5 m,m,Drainage,Pipework,Drainage Works,76.01,Drainage!O146,76.01,Drainage!A146,Drainage,600mm|excavate|trench|pipe|backfill|sem|dispose|invert
DR_0118_Drainage,DR0118,121,Excavate trenches for 600mm dia pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: 1.5 - 1.75 m,m,Drainage,Pipework,Drainage Works,83.86,Drainage!O147,83.86,Drainage!A147,Drainage,600mm|excavate|trench|pipe|backfill|sem|dispose|invert
DR_0119_Drainage,DR0119,122,Excavate trenches for 600mm dia pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: 1.75 - 2 m,m,Drainage,Pipework,Drainage Works,91.7,Drainage!O148,91.7,Drainage!A148,Drainage,600mm|excavate|trench|pipe|backfill|sem|dispose|invert
DR_0120_Drainage,DR0120,123,Excavate trenches for 600mm dia pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: 2 - 2.25 m,m,Drainage,Pipework,Drainage Works,108.48,Drainage!O149,108.48,Drainage!A149,Drainage,600mm|excavate|trench|pipe|backfill|sem|dispose|invert
DR_0121_Drainage,DR0121,124,Excavate trenches for 600mm dia pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: 2.25 - 2.5 m,m,Drainage,Pipework,Drainage Works,116.96,Drainage!O150,116.96,Drainage!A150,Drainage,600mm|excavate|trench|pipe|backfill|sem|dispose|invert
DR_0122_Drainage,DR0122,125,Excavate trenches for 600mm dia pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: 2.5 - 2.75 m,m,Drainage,Pipework,Drainage Works,136.55,Drainage!O151,136.55,Drainage!A151,Drainage,600mm|excavate|trench|pipe|backfill|sem|dispose|invert
DR_0123_Drainage,DR0123,126,Excavate trenches for 600mm dia pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: 2.75 - 3 m,m,Drainage,Pipework,Drainage Works,146.1,Drainage!O152,146.1,Drainage!A152,Drainage,600mm|excavate|trench|pipe|backfill|sem|dispose|invert
DR_0124_Drainage,DR0124,127,Excavate trenches for 600mm dia pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: 3 - 3.25 m,m,Drainage,Pipework,Drainage Works,274.62,Drainage!O153,274.62,Drainage!A153,Drainage,600mm|excavate|trench|pipe|backfill|sem|dispose|invert
DR_0125_Drainage,DR0125,128,Excavate trenches for 600mm dia pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: 3.25 - 3.5 m,m,Drainage,Pipework,Drainage Works,290.91,Drainage!O154,290.91,Drainage!A154,Drainage,600mm|excavate|trench|pipe|backfill|sem|dispose|invert
DR_0126_Drainage,DR0126,129,Excavate trenches for 900mm dia pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: not exceeding 0.5 m,m,Drainage,Pipework,Drainage Works,67.37,Drainage!O156,67.37,Drainage!A156,Drainage,900mm|excavate|trench|pipe|backfill|sem|dispose|invert
DR_0127_Drainage,DR0127,130,Excavate trenches for 900mm dia pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: 0.5 - 0.75 m,m,Drainage,Pipework,Drainage Works,75.0,Drainage!O157,75.0,Drainage!A157,Drainage,900mm|excavate|trench|pipe|backfill|sem|dispose|invert
DR_0128_Drainage,DR0128,131,Excavate trenches for 900mm dia pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: 0.75 - 1 m,m,Drainage,Pipework,Drainage Works,82.62,Drainage!O158,82.62,Drainage!A158,Drainage,900mm|excavate|trench|pipe|backfill|sem|dispose|invert
DR_0129_Drainage,DR0129,132,Excavate trenches for 900mm dia pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: 1 - 1.25 m,m,Drainage,Pipework,Drainage Works,100.88,Drainage!O159,100.88,Drainage!A159,Drainage,900mm|excavate|trench|pipe|backfill|sem|dispose|invert
DR_0130_Drainage,DR0130,133,Excavate trenches for 900mm dia pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: 1.25 - 1.5 m,m,Drainage,Pipework,Drainage Works,110.63,Drainage!O160,110.63,Drainage!A160,Drainage,900mm|excavate|trench|pipe|backfill|sem|dispose|invert
DR_0131_Drainage,DR0131,134,Excavate trenches for 900mm dia pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: 1.5 - 1.75 m,m,Drainage,Pipework,Drainage Works,120.39,Drainage!O161,120.39,Drainage!A161,Drainage,900mm|excavate|trench|pipe|backfill|sem|dispose|invert
DR_0132_Drainage,DR0132,135,Excavate trenches for 900mm dia pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: 1.75 - 2 m,m,Drainage,Pipework,Drainage Works,130.14,Drainage!O162,130.14,Drainage!A162,Drainage,900mm|excavate|trench|pipe|backfill|sem|dispose|invert
DR_0133_Drainage,DR0133,136,Excavate trenches for 900mm dia pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: 2 - 2.25 m,m,Drainage,Pipework,Drainage Works,139.89,Drainage!O163,139.89,Drainage!A163,Drainage,900mm|excavate|trench|pipe|backfill|sem|dispose|invert
DR_0134_Drainage,DR0134,137,Excavate trenches for 900mm dia pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: 2.25 - 2.5 m,m,Drainage,Pipework,Drainage Works,149.64,Drainage!O164,149.64,Drainage!A164,Drainage,900mm|excavate|trench|pipe|backfill|sem|dispose|invert
DR_0135_Drainage,DR0135,138,Excavate trenches for 900mm dia pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: 2.5 - 2.75 m,m,Drainage,Pipework,Drainage Works,171.19,Drainage!O165,171.19,Drainage!A165,Drainage,900mm|excavate|trench|pipe|backfill|sem|dispose|invert
DR_0136_Drainage,DR0136,139,Excavate trenches for 900mm dia pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: 2.75 - 3 m,m,Drainage,Pipework,Drainage Works,182.09,Drainage!O166,182.09,Drainage!A166,Drainage,900mm|excavate|trench|pipe|backfill|sem|dispose|invert
DR_0137_Drainage,DR0137,140,Excavate trenches for 900mm dia pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: 3 - 3.25 m,m,Drainage,Pipework,Drainage Works,297.19,Drainage!O167,297.19,Drainage!A167,Drainage,900mm|excavate|trench|pipe|backfill|sem|dispose|invert
DR_0138_Drainage,DR0138,141,Excavate trenches for 900mm dia pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: 3.25 - 3.5 m,m,Drainage,Pipework,Drainage Works,313.47,Drainage!O168,313.47,Drainage!A168,Drainage,900mm|excavate|trench|pipe|backfill|sem|dispose|invert
DR_0139_Drainage,DR0139,142,Excavate trenches for pipes ne 200mm dia; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: not exceeding 0.5 m,m,Drainage,Pipework,Drainage Works,20.85,Drainage!O171,20.85,Drainage!A171,Drainage,200mm|excavate|trench|pipe|backfill|dispose|invert|depth
DR_0140_Drainage,DR0140,143,Excavate trenches for pipes ne 200mm dia; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 0.5 - 0.75 m,m,Drainage,Pipework,Drainage Works,33.48,Drainage!O172,33.48,Drainage!A172,Drainage,200mm|excavate|trench|pipe|backfill|dispose|invert|depth
DR_0141_Drainage,DR0141,144,Excavate trenches for pipes ne 200mm dia; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 0.75 - 1 m,m,Drainage,Pipework,Drainage Works,46.11,Drainage!O173,46.11,Drainage!A173,Drainage,200mm|excavate|trench|pipe|backfill|dispose|invert|depth
DR_0142_Drainage,DR0142,145,Excavate trenches for pipes ne 200mm dia; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 1 - 1.25 m,m,Drainage,Pipework,Drainage Works,69.4,Drainage!O174,69.4,Drainage!A174,Drainage,200mm|excavate|trench|pipe|backfill|dispose|invert|depth
DR_0143_Drainage,DR0143,146,Excavate trenches for pipes ne 200mm dia; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 1.25 - 1.5 m,m,Drainage,Pipework,Drainage Works,84.25,Drainage!O175,84.25,Drainage!A175,Drainage,200mm|excavate|trench|pipe|backfill|dispose|invert|depth
DR_0144_Drainage,DR0144,147,Excavate trenches for pipes ne 200mm dia; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 1.5 - 1.75 m,m,Drainage,Pipework,Drainage Works,122.83,Drainage!O176,122.83,Drainage!A176,Drainage,200mm|excavate|trench|pipe|backfill|dispose|invert|depth
DR_0145_Drainage,DR0145,148,Excavate trenches for pipes ne 200mm dia; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 1.75 - 2 m,m,Drainage,Pipework,Drainage Works,141.24,Drainage!O177,141.24,Drainage!A177,Drainage,200mm|excavate|trench|pipe|backfill|dispose|invert|depth
DR_0146_Drainage,DR0146,149,Excavate trenches for pipes ne 200mm dia; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 2 - 2.25 m,m,Drainage,Pipework,Drainage Works,201.45,Drainage!O178,201.45,Drainage!A178,Drainage,200mm|excavate|trench|pipe|backfill|dispose|invert|depth
DR_0147_Drainage,DR0147,150,Excavate trenches for pipes ne 200mm dia; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 2.25 - 2.5 m,m,Drainage,Pipework,Drainage Works,235.76,Drainage!O179,235.76,Drainage!A179,Drainage,200mm|excavate|trench|pipe|backfill|dispose|invert|depth
DR_0148_Drainage,DR0148,151,Excavate trenches for pipes ne 200mm dia; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 2.5 - 2.75 m,m,Drainage,Pipework,Drainage Works,288.41,Drainage!O180,288.41,Drainage!A180,Drainage,200mm|excavate|trench|pipe|backfill|dispose|invert|depth
DR_0149_Drainage,DR0149,152,Excavate trenches for pipes ne 200mm dia; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 2.75 - 3 m,m,Drainage,Pipework,Drainage Works,342.64,Drainage!O181,342.64,Drainage!A181,Drainage,200mm|excavate|trench|pipe|backfill|dispose|invert|depth
DR_0150_Drainage,DR0150,153,Excavate trenches for pipes ne 200mm dia; backfill with 6F2; dispose of surplus off site; depth to invert:; depth to invert: 3 - 3.25 m,m,Drainage,Pipework,Drainage Works,372.06,Drainage!O182,372.06,Drainage!A182,Drainage,200mm|excavate|trench|pipe|backfill|dispose|invert|depth
