id,code,original_code,description,unit,category,subcategory,work_type,rate,cellRate_reference,cellRate_rate,excelCellReference,sourceSheetName,keywords
DR_0461_Drainage,DR0461,461,Excavate trenches for 450mm dia pipes; backfill with concrete; dispose of surplus off site; depth to invert:; depth to invert: 2.25 - 2.5 m,m,Drainage,Pipework,Drainage Works,575.16,Drainage!O515,575.16,Drainage!A515,Drainage,450mm|excavate|trench|pipe|backfill|dispose|invert|depth
DR_0462_Drainage,DR0462,462,Excavate trenches for 450mm dia pipes; backfill with concrete; dispose of surplus off site; depth to invert:; depth to invert: 2.5 - 2.75 m,m,Drainage,Pipework,Drainage Works,638.67,Drainage!O516,638.67,Drainage!A516,Drainage,450mm|excavate|trench|pipe|backfill|dispose|invert|depth
DR_0463_Drainage,DR0463,463,Excavate trenches for 450mm dia pipes; backfill with concrete; dispose of surplus off site; depth to invert:; depth to invert: 2.75 - 3 m,m,Drainage,Pipework,Drainage Works,702.19,Drainage!O517,702.19,Drainage!A517,Drainage,450mm|excavate|trench|pipe|backfill|dispose|invert|depth
DR_0464_Drainage,DR0464,464,Excavate trenches for 450mm dia pipes; backfill with concrete; dispose of surplus off site; depth to invert:; depth to invert: 3 - 3.25 m,m,Drainage,Pipework,Drainage Works,1276.17,Drainage!O518,1276.17,Drainage!A518,Drainage,450mm|excavate|trench|pipe|backfill|dispose|invert|depth
DR_0465_Drainage,DR0465,465,Excavate trenches to grub up existing pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: not exceeding 0.5 m,m,Drainage,Pipework,Drainage Works,8.84,Drainage!O520,8.84,Drainage!A520,Drainage,excavate|trench|pipe|backfill|sem|dispose|invert|depth
DR_0466_Drainage,DR0466,466,Excavate trenches to grub up existing pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: 0.5 - 0.75 m,m,Drainage,Pipework,Drainage Works,12.86,Drainage!O521,12.86,Drainage!A521,Drainage,excavate|trench|pipe|backfill|sem|dispose|invert|depth
DR_0467_Drainage,DR0467,467,Excavate trenches to grub up existing pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: 0.75 - 1 m,m,Drainage,Pipework,Drainage Works,16.88,Drainage!O522,16.88,Drainage!A522,Drainage,excavate|trench|pipe|backfill|sem|dispose|invert|depth
DR_0468_Drainage,DR0468,468,Excavate trenches to grub up existing pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: 1 - 1.25 m,m,Drainage,Pipework,Drainage Works,20.9,Drainage!O523,20.9,Drainage!A523,Drainage,excavate|trench|pipe|backfill|sem|dispose|invert|depth
DR_0469_Drainage,DR0469,469,Excavate trenches to grub up existing pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: 1.25 - 1.5 m,m,Drainage,Pipework,Drainage Works,24.91,Drainage!O524,24.91,Drainage!A524,Drainage,excavate|trench|pipe|backfill|sem|dispose|invert|depth
DR_0470_Drainage,DR0470,470,Excavate trenches to grub up existing pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: 1.5 - 1.75 m,m,Drainage,Pipework,Drainage Works,57.87,Drainage!O525,57.87,Drainage!A525,Drainage,excavate|trench|pipe|backfill|sem|dispose|invert|depth
DR_0471_Drainage,DR0471,471,Excavate trenches to grub up existing pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: 1.75 - 2 m,m,Drainage,Pipework,Drainage Works,65.91,Drainage!O526,65.91,Drainage!A526,Drainage,excavate|trench|pipe|backfill|sem|dispose|invert|depth
DR_0472_Drainage,DR0472,472,Excavate trenches to grub up existing pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: 2 - 2.25 m,m,Drainage,Pipework,Drainage Works,73.95,Drainage!O527,73.95,Drainage!A527,Drainage,excavate|trench|pipe|backfill|sem|dispose|invert|depth
DR_0473_Drainage,DR0473,473,Excavate trenches to grub up existing pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: 2.25 - 2.5 m,m,Drainage,Pipework,Drainage Works,81.99,Drainage!O528,81.99,Drainage!A528,Drainage,excavate|trench|pipe|backfill|sem|dispose|invert|depth
DR_0474_Drainage,DR0474,474,Excavate trenches to grub up existing pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: 2.5 - 2.75 m,m,Drainage,Pipework,Drainage Works,90.03,Drainage!O529,90.03,Drainage!A529,Drainage,excavate|trench|pipe|backfill|sem|dispose|invert|depth
DR_0475_Drainage,DR0475,475,Excavate trenches to grub up existing pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: 2.75 - 3 m,m,Drainage,Pipework,Drainage Works,98.07,Drainage!O530,98.07,Drainage!A530,Drainage,excavate|trench|pipe|backfill|sem|dispose|invert|depth
DR_0476_Drainage,DR0476,476,Excavate trenches to grub up existing pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: 3 - 3.25 m,m,Drainage,Pipework,Drainage Works,176.84,Drainage!O531,176.84,Drainage!A531,Drainage,excavate|trench|pipe|backfill|sem|dispose|invert|depth
DR_0477_Drainage,DR0477,477,Excavate trenches to grub up existing pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: 3.25 - 3.5 m,m,Drainage,Pipework,Drainage Works,190.24,Drainage!O532,190.24,Drainage!A532,Drainage,excavate|trench|pipe|backfill|sem|dispose|invert|depth
DR_0478_Drainage,DR0478,478,Excavate trenches to grub up existing pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: 3.5 - 3.75 m,m,Drainage,Pipework,Drainage Works,203.64,Drainage!O533,203.64,Drainage!A533,Drainage,excavate|trench|pipe|backfill|sem|dispose|invert|depth
DR_0479_Drainage,DR0479,479,Excavate trenches to grub up existing pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: 3.75 - 4 m,m,Drainage,Pipework,Drainage Works,217.04,Drainage!O534,217.04,Drainage!A534,Drainage,excavate|trench|pipe|backfill|sem|dispose|invert|depth
DR_0480_Drainage,DR0480,480,Excavate trenches to grub up existing pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: 4 - 4.25 m,m,Drainage,Pipework,Drainage Works,230.44,Drainage!O535,230.44,Drainage!A535,Drainage,excavate|trench|pipe|backfill|sem|dispose|invert|depth
DR_0481_Drainage,DR0481,481,Excavate trenches to grub up existing pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: 4.25 - 4.5 m,m,Drainage,Pipework,Drainage Works,243.84,Drainage!O536,243.84,Drainage!A536,Drainage,excavate|trench|pipe|backfill|sem|dispose|invert|depth
DR_0482_Drainage,DR0482,482,Excavate trenches to grub up existing pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: 4.5 - 4.75 m,m,Drainage,Pipework,Drainage Works,257.24,Drainage!O537,257.24,Drainage!A537,Drainage,excavate|trench|pipe|backfill|sem|dispose|invert|depth
DR_0483_Drainage,DR0483,483,Excavate trenches to grub up existing pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: 4.75 - 5 m,m,Drainage,Pipework,Drainage Works,270.64,Drainage!O538,270.64,Drainage!A538,Drainage,excavate|trench|pipe|backfill|sem|dispose|invert|depth
DR_0484_Drainage,DR0484,484,Excavate trenches to grub up existing pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: 5 - 5.25 m,m,Drainage,Pipework,Drainage Works,284.04,Drainage!O539,284.04,Drainage!A539,Drainage,excavate|trench|pipe|backfill|sem|dispose|invert|depth
DR_0485_Drainage,DR0485,485,Excavate trenches to grub up existing pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: 5.25 - 5.5 m,m,Drainage,Pipework,Drainage Works,297.43,Drainage!O540,297.43,Drainage!A540,Drainage,excavate|trench|pipe|backfill|sem|dispose|invert|depth
DR_0486_Drainage,DR0486,486,Excavate trenches to grub up existing pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: 5.5 - 5.75 m,m,Drainage,Pipework,Drainage Works,310.83,Drainage!O541,310.83,Drainage!A541,Drainage,excavate|trench|pipe|backfill|sem|dispose|invert|depth
DR_0487_Drainage,DR0487,487,Excavate trenches to grub up existing pipes; backfill with SEM; dispose of surplus off site; depth to invert:; depth to invert: 5.75 - 6 m,m,Drainage,Pipework,Drainage Works,324.23,Drainage!O542,324.23,Drainage!A542,Drainage,excavate|trench|pipe|backfill|sem|dispose|invert|depth
DR_0488_Drainage,DR0488,488,Excavate trenches to grub up existing drains; backfill with Type 1; dispose of surplus off site; depth to invert:; depth to invert: not exceeding 0.5 m,m,Drainage,Excavation,Drainage Works,34.3,Drainage!O544,34.3,Drainage!A544,Drainage,excavate|trench|backfill|dispose|invert|depth
DR_0489_Drainage,DR0489,489,Excavate trenches to grub up existing drains; backfill with Type 1; dispose of surplus off site; depth to invert:; depth to invert: 0.5 - 0.75 m,m,Drainage,Excavation,Drainage Works,49.66,Drainage!O545,49.66,Drainage!A545,Drainage,excavate|trench|backfill|dispose|invert|depth
DR_0490_Drainage,DR0490,490,Excavate trenches to grub up existing drains; backfill with Type 1; dispose of surplus off site; depth to invert:; depth to invert: 0.75 - 1 m,m,Drainage,Excavation,Drainage Works,65.01,Drainage!O546,65.01,Drainage!A546,Drainage,excavate|trench|backfill|dispose|invert|depth
DR_0491_Drainage,DR0491,491,Excavate trenches to grub up existing drains; backfill with Type 1; dispose of surplus off site; depth to invert:; depth to invert: 1 - 1.25 m,m,Drainage,Excavation,Drainage Works,91.0,Drainage!O547,91.0,Drainage!A547,Drainage,excavate|trench|backfill|dispose|invert|depth
DR_0492_Drainage,DR0492,492,Excavate trenches to grub up existing drains; backfill with Type 1; dispose of surplus off site; depth to invert:; depth to invert: 1.25 - 1.5 m,m,Drainage,Excavation,Drainage Works,108.48,Drainage!O548,108.48,Drainage!A548,Drainage,excavate|trench|backfill|dispose|invert|depth
DR_0493_Drainage,DR0493,493,Excavate trenches to grub up existing drains; backfill with Type 1; dispose of surplus off site; depth to invert:; depth to invert: 1.5 - 1.75 m,m,Drainage,Excavation,Drainage Works,237.04,Drainage!O549,237.04,Drainage!A549,Drainage,excavate|trench|backfill|dispose|invert|depth
DR_0494_Drainage,DR0494,494,Excavate trenches to grub up existing drains; backfill with Type 1; dispose of surplus off site; depth to invert:; depth to invert: 1.75 - 2 m,m,Drainage,Excavation,Drainage Works,269.88,Drainage!O550,269.88,Drainage!A550,Drainage,excavate|trench|backfill|dispose|invert|depth
DR_0495_Drainage,DR0495,495,Excavate trenches to grub up existing drains; backfill with Type 1; dispose of surplus off site; depth to invert:; depth to invert: 2 - 2.25 m,m,Drainage,Excavation,Drainage Works,302.72,Drainage!O551,302.72,Drainage!A551,Drainage,excavate|trench|backfill|dispose|invert|depth
DR_0496_Drainage,DR0496,496,Excavate trenches to grub up existing drains; backfill with Type 1; dispose of surplus off site; depth to invert:; depth to invert: 2.25 - 2.5 m,m,Drainage,Excavation,Drainage Works,335.55,Drainage!O552,335.55,Drainage!A552,Drainage,excavate|trench|backfill|dispose|invert|depth
DR_0497_Drainage,DR0497,497,Excavate trenches to grub up existing drains; backfill with Type 1; dispose of surplus off site; depth to invert:; depth to invert: 2.5 - 2.75 m,m,Drainage,Excavation,Drainage Works,380.18,Drainage!O553,380.18,Drainage!A553,Drainage,excavate|trench|backfill|dispose|invert|depth
DR_0498_Drainage,DR0498,498,Excavate trenches to grub up existing drains; backfill with Type 1; dispose of surplus off site; depth to invert:; depth to invert: 2.75 - 3 m,m,Drainage,Excavation,Drainage Works,414.17,Drainage!O554,414.17,Drainage!A554,Drainage,excavate|trench|backfill|dispose|invert|depth
DR_0499_Drainage,DR0499,499,Excavate trenches to grub up existing drains; backfill with Type 1; dispose of surplus off site; depth to invert:; depth to invert: 3 - 3.25 m,m,Drainage,Excavation,Drainage Works,722.46,Drainage!O555,722.46,Drainage!A555,Drainage,excavate|trench|backfill|dispose|invert|depth
DR_0500_Drainage,DR0500,500,Excavate trenches to grub up existing drains; backfill with Type 1; dispose of surplus off site; depth to invert:; depth to invert: 3.25 - 3.5 m,m,Drainage,Excavation,Drainage Works,777.21,Drainage!O556,777.21,Drainage!A556,Drainage,excavate|trench|backfill|dispose|invert|depth
DR_0501_Drainage,DR0501,501,Excavate trenches to grub up existing drains; backfill with Type 1; dispose of surplus off site; depth to invert:; depth to invert: 3.5 - 3.75 m,m,Drainage,Excavation,Drainage Works,831.97,Drainage!O557,831.97,Drainage!A557,Drainage,excavate|trench|backfill|dispose|invert|depth
DR_0502_Drainage,DR0502,502,Excavate trenches to grub up existing drains; backfill with Type 1; dispose of surplus off site; depth to invert:; depth to invert: 3.75 - 4 m,m,Drainage,Excavation,Drainage Works,886.72,Drainage!O558,886.72,Drainage!A558,Drainage,excavate|trench|backfill|dispose|invert|depth
DR_0503_Drainage,DR0503,503,Excavate trenches to grub up existing drains; backfill with Type 1; dispose of surplus off site; depth to invert:; depth to invert: 4 - 4.25 m,m,Drainage,Excavation,Drainage Works,941.48,Drainage!O559,941.48,Drainage!A559,Drainage,excavate|trench|backfill|dispose|invert|depth
DR_0504_Drainage,DR0504,504,Excavate trenches to grub up existing drains; backfill with Type 1; dispose of surplus off site; depth to invert:; depth to invert: 4.25 - 4.5 m,m,Drainage,Excavation,Drainage Works,996.24,Drainage!O560,996.24,Drainage!A560,Drainage,excavate|trench|backfill|dispose|invert|depth
DR_0505_Drainage,DR0505,505,Excavate trenches to grub up existing drains; backfill with Type 1; dispose of surplus off site; depth to invert:; depth to invert: 4.5 - 4.75 m,m,Drainage,Excavation,Drainage Works,1050.99,Drainage!O561,1050.99,Drainage!A561,Drainage,excavate|trench|backfill|dispose|invert|depth
DR_0506_Drainage,DR0506,506,Excavate trenches to grub up existing drains; backfill with Type 1; dispose of surplus off site; depth to invert:; depth to invert: 4.75 - 5 m,m,Drainage,Excavation,Drainage Works,1105.75,Drainage!O562,1105.75,Drainage!A562,Drainage,excavate|trench|backfill|dispose|invert|depth
DR_0507_Drainage,DR0507,507,Excavate trenches to grub up existing drains; backfill with Type 1; dispose of surplus off site; depth to invert:; depth to invert: 5 - 5.25 m,m,Drainage,Excavation,Drainage Works,1160.5,Drainage!O563,1160.5,Drainage!A563,Drainage,excavate|trench|backfill|dispose|invert|depth
DR_0508_Drainage,DR0508,508,Excavate trenches to grub up existing drains; backfill with Type 1; dispose of surplus off site; depth to invert:; depth to invert: 5.25 - 5.5 m,m,Drainage,Excavation,Drainage Works,1215.26,Drainage!O564,1215.26,Drainage!A564,Drainage,excavate|trench|backfill|dispose|invert|depth
DR_0509_Drainage,DR0509,509,Excavate trenches to grub up existing drains; backfill with Type 1; dispose of surplus off site; depth to invert:; depth to invert: 5.5 - 5.75 m,m,Drainage,Excavation,Drainage Works,1270.02,Drainage!O565,1270.02,Drainage!A565,Drainage,excavate|trench|backfill|dispose|invert|depth
DR_0510_Drainage,DR0510,510,Excavate trenches to grub up existing drains; backfill with Type 1; dispose of surplus off site; depth to invert:; depth to invert: 5.75 - 6 m,m,Drainage,Excavation,Drainage Works,1324.77,Drainage!O566,1324.77,Drainage!A566,Drainage,excavate|trench|backfill|dispose|invert|depth
DR_0511_Drainage,DR0511,511,Excavate trenches to grub up existing drains; backfill with Type 1; dispose of surplus off site; depth to invert:; depth to invert: 6 - 6.25 m,m,Drainage,Excavation,Drainage Works,1379.53,Drainage!O567,1379.53,Drainage!A567,Drainage,excavate|trench|backfill|dispose|invert|depth
DR_0512_Drainage,DR0512,512,"Excavate pits to grub up existing manholes, size ne 1.2m dia; backfill with Type 1; dispose of surplus off site; depth to invert:; depth to invert: not exceeding 0.5 m",m,Drainage,Manholes,Drainage Works,112.88,Drainage!O569,112.88,Drainage!A569,Drainage,excavate|backfill|dispose|manhole|invert|depth
DR_0513_Drainage,DR0513,513,"Excavate pits to grub up existing manholes, size ne 1.2m dia; backfill with Type 1; dispose of surplus off site; depth to invert:; depth to invert: 0.5 - 0.75 m",m,Drainage,Manholes,Drainage Works,169.32,Drainage!O570,169.32,Drainage!A570,Drainage,excavate|backfill|dispose|manhole|invert|depth
DR_0514_Drainage,DR0514,514,"Excavate pits to grub up existing manholes, size ne 1.2m dia; backfill with Type 1; dispose of surplus off site; depth to invert:; depth to invert: 0.75 - 1 m",m,Drainage,Manholes,Drainage Works,225.76,Drainage!O571,225.76,Drainage!A571,Drainage,excavate|backfill|dispose|manhole|invert|depth
DR_0515_Drainage,DR0515,515,"Excavate pits to grub up existing manholes, size ne 1.2m dia; backfill with Type 1; dispose of surplus off site; depth to invert:; depth to invert: 1 - 1.25 m",m,Drainage,Manholes,Drainage Works,282.2,Drainage!O572,282.2,Drainage!A572,Drainage,excavate|backfill|dispose|manhole|invert|depth
DR_0516_Drainage,DR0516,516,"Excavate pits to grub up existing manholes, size ne 1.2m dia; backfill with Type 1; dispose of surplus off site; depth to invert:; depth to invert: 1.25 - 1.5 m",m,Drainage,Manholes,Drainage Works,338.64,Drainage!O573,338.64,Drainage!A573,Drainage,excavate|backfill|dispose|manhole|invert|depth
DR_0517_Drainage,DR0517,517,"Excavate pits to grub up existing manholes, size ne 1.2m dia; backfill with Type 1; dispose of surplus off site; depth to invert:; depth to invert: 1.5 - 1.75 m",m,Drainage,Manholes,Drainage Works,395.08,Drainage!O574,395.08,Drainage!A574,Drainage,excavate|backfill|dispose|manhole|invert|depth
DR_0518_Drainage,DR0518,518,"Excavate pits to grub up existing manholes, size ne 1.2m dia; backfill with Type 1; dispose of surplus off site; depth to invert:; depth to invert: 1.75 - 2 m",m,Drainage,Manholes,Drainage Works,451.52,Drainage!O575,451.52,Drainage!A575,Drainage,excavate|backfill|dispose|manhole|invert|depth
DR_0519_Drainage,DR0519,519,"Excavate pits to grub up existing manholes, size ne 1.2m dia; backfill with Type 1; dispose of surplus off site; depth to invert:; depth to invert: 2 - 2.25 m",m,Drainage,Manholes,Drainage Works,507.96,Drainage!O576,507.96,Drainage!A576,Drainage,excavate|backfill|dispose|manhole|invert|depth
DR_0520_Drainage,DR0520,520,"Excavate pits to grub up existing manholes, size ne 1.2m dia; backfill with Type 1; dispose of surplus off site; depth to invert:; depth to invert: 2.25 - 2.5 m",m,Drainage,Manholes,Drainage Works,564.4,Drainage!O577,564.4,Drainage!A577,Drainage,excavate|backfill|dispose|manhole|invert|depth
DR_0521_Drainage,DR0521,521,"Excavate pits to grub up existing manholes, size ne 1.2m dia; backfill with Type 1; dispose of surplus off site; depth to invert:; depth to invert: 2.5 - 2.75 m",m,Drainage,Manholes,Drainage Works,620.84,Drainage!O578,620.84,Drainage!A578,Drainage,excavate|backfill|dispose|manhole|invert|depth
DR_0522_Drainage,DR0522,522,"Excavate pits to grub up existing manholes, size ne 1.2m dia; backfill with Type 1; dispose of surplus off site; depth to invert:; depth to invert: 2.75 - 3 m",m,Drainage,Manholes,Drainage Works,677.28,Drainage!O579,677.28,Drainage!A579,Drainage,excavate|backfill|dispose|manhole|invert|depth
DR_0523_Drainage,DR0523,1026,"Manholes, chambers, tanks, etc; depth to invert: not exceeding 0.5 m",m,Drainage,Manholes,Drainage Works,142.81,Drainage!O1250,142.81,Drainage!A1250,Drainage,manhole|invert|depth
DR_0524_Drainage,DR0524,1027,"Manholes, chambers, tanks, etc; depth to invert: 0.5 - 0.75 m",m,Drainage,Manholes,Drainage Works,162.69,Drainage!O1251,162.69,Drainage!A1251,Drainage,manhole|invert|depth
DR_0525_Drainage,DR0525,1028,"Manholes, chambers, tanks, etc; depth to invert: not exceeding 0.5 m",m,Drainage,Manholes,Drainage Works,259.91,Drainage!O1254,259.91,Drainage!A1254,Drainage,manhole|invert|depth
DR_0526_Drainage,DR0526,1029,"Manholes, chambers, tanks, etc; depth to invert: 0.5 - 0.75 m",m,Drainage,Manholes,Drainage Works,278.99,Drainage!O1255,278.99,Drainage!A1255,Drainage,manhole|invert|depth
DR_0527_Drainage,DR0527,1027,"Manholes, chambers, tanks, etc; depth to invert: not exceeding 0.5 m",m,Drainage,Manholes,Drainage Works,148.6,Drainage!O1258,148.6,Drainage!A1258,Drainage,manhole|invert|depth
DR_0528_Drainage,DR0528,1028,"Manholes, chambers, tanks, etc; depth to invert: 0.5 - 0.75 m",m,Drainage,Manholes,Drainage Works,186.5,Drainage!O1259,186.5,Drainage!A1259,Drainage,manhole|invert|depth
DR_0529_Drainage,DR0529,1022,Osma universal inspection chamber; 450mm dia; 110mm main channel; (for use with Osma pipes); A15 C&F; depth to invert:-; depth to invert: not exceeding 0.5 m,m,Drainage,Pipework,Drainage Works,199.77,Drainage!O1262,199.77,Drainage!A1262,Drainage,450mm|110mm|pipe|invert|depth
DR_0530_Drainage,DR0530,1023,Osma universal inspection chamber; 450mm dia; 110mm main channel; (for use with Osma pipes); A15 C&F; depth to invert:-; depth to invert: 0.5 - 0.75 m,m,Drainage,Pipework,Drainage Works,245.72,Drainage!O1263,245.72,Drainage!A1263,Drainage,450mm|110mm|pipe|invert|depth
DR_0531_Drainage,DR0531,1024,Osma universal inspection chamber; 450mm dia; 110mm main channel; (for use with Osma pipes); A15 C&F; depth to invert:-; depth to invert: 0.75 - 1 m,m,Drainage,Pipework,Drainage Works,291.67,Drainage!O1264,291.67,Drainage!A1264,Drainage,450mm|110mm|pipe|invert|depth
DR_0532_Drainage,DR0532,1025,Osma universal inspection chamber; 450mm dia; 110mm main channel; (for use with Osma pipes); A15 C&F; depth to invert:-; depth to invert: 1 - 1.25 m,m,Drainage,Pipework,Drainage Works,337.62,Drainage!O1265,337.62,Drainage!A1265,Drainage,450mm|110mm|pipe|invert|depth
DR_0533_Drainage,DR0533,1027,Osma universal inspection chamber; 450mm dia; 160mm main channel; (for use with Osma pipes); A15 C&F; depth to invert:-; depth to invert: not exceeding 0.5 m,m,Drainage,Pipework,Drainage Works,210.38,Drainage!O1269,210.38,Drainage!A1269,Drainage,450mm|160mm|pipe|invert|depth
DR_0534_Drainage,DR0534,1028,Osma universal inspection chamber; 450mm dia; 160mm main channel; (for use with Osma pipes); A15 C&F; depth to invert:-; depth to invert: 0.5 - 0.75 m,m,Drainage,Pipework,Drainage Works,255.94,Drainage!O1270,255.94,Drainage!A1270,Drainage,450mm|160mm|pipe|invert|depth
DR_0535_Drainage,DR0535,1029,Osma universal inspection chamber; 450mm dia; 160mm main channel; (for use with Osma pipes); A15 C&F; depth to invert:-; depth to invert: 0.75 - 1 m,m,Drainage,Pipework,Drainage Works,301.51,Drainage!O1271,301.51,Drainage!A1271,Drainage,450mm|160mm|pipe|invert|depth
DR_0536_Drainage,DR0536,1030,Osma universal inspection chamber; 450mm dia; 160mm main channel; (for use with Osma pipes); A15 C&F; depth to invert:-; depth to invert: 1 - 1.25 m,m,Drainage,Pipework,Drainage Works,347.07,Drainage!O1272,347.07,Drainage!A1272,Drainage,450mm|160mm|pipe|invert|depth
DR_0537_Drainage,DR0537,1032,Osma universal inspection chamber; 450mm dia; 160mm main channel; (for use with Osma pipes); A15 C&F; depth to invert:-; depth to invert: not exceeding 0.5 m,m,Drainage,Pipework,Drainage Works,405.2,Drainage!O1276,405.2,Drainage!A1276,Drainage,450mm|160mm|pipe|invert|depth
DR_0538_Drainage,DR0538,1033,Osma universal inspection chamber; 450mm dia; 160mm main channel; (for use with Osma pipes); A15 C&F; depth to invert:-; depth to invert: 0.5 - 0.75 m,m,Drainage,Pipework,Drainage Works,484.84,Drainage!O1277,484.84,Drainage!A1277,Drainage,450mm|160mm|pipe|invert|depth
DR_0539_Drainage,DR0539,1034,Osma universal inspection chamber; 450mm dia; 160mm main channel; (for use with Osma pipes); A15 C&F; depth to invert:-; depth to invert: 0.75 - 1 m,m,Drainage,Pipework,Drainage Works,531.44,Drainage!O1278,531.44,Drainage!A1278,Drainage,450mm|160mm|pipe|invert|depth
DR_0540_Drainage,DR0540,1035,Osma universal inspection chamber; 450mm dia; 160mm main channel; (for use with Osma pipes); A15 C&F; depth to invert:-; depth to invert: 1 - 1.25 m,m,Drainage,Pipework,Drainage Works,611.08,Drainage!O1279,611.08,Drainage!A1279,Drainage,450mm|160mm|pipe|invert|depth
DR_0541_Drainage,DR0541,1037,Osma universal inspection chamber; 450mm dia; 160mm main channel; (for use with Osma pipes); A15 C&F; depth to invert:-; depth to invert: not exceeding 0.5 m,m,Drainage,Pipework,Drainage Works,426.0,Drainage!O1283,426.0,Drainage!A1283,Drainage,450mm|160mm|pipe|invert|depth
DR_0542_Drainage,DR0542,1038,Osma universal inspection chamber; 450mm dia; 160mm main channel; (for use with Osma pipes); A15 C&F; depth to invert:-; depth to invert: 0.5 - 0.75 m,m,Drainage,Pipework,Drainage Works,505.64,Drainage!O1284,505.64,Drainage!A1284,Drainage,450mm|160mm|pipe|invert|depth
DR_0543_Drainage,DR0543,1039,Osma universal inspection chamber; 450mm dia; 160mm main channel; (for use with Osma pipes); A15 C&F; depth to invert:-; depth to invert: 0.75 - 1 m,m,Drainage,Pipework,Drainage Works,548.2,Drainage!O1285,548.2,Drainage!A1285,Drainage,450mm|160mm|pipe|invert|depth
DR_0544_Drainage,DR0544,1040,Osma universal inspection chamber; 450mm dia; 160mm main channel; (for use with Osma pipes); A15 C&F; depth to invert:-; depth to invert: 1 - 1.25 m,m,Drainage,Pipework,Drainage Works,627.84,Drainage!O1286,627.84,Drainage!A1286,Drainage,450mm|160mm|pipe|invert|depth
DR_0545_Drainage,DR0545,1042,Wavin non entry inspection chamber Range 200; 200mm dia; 100 main channel; (for use with UPVC pipes); A15 C&F; depth to invert:-; depth to invert: not exceeding 0.5 m,m,Drainage,Pipework,Drainage Works,266.49,Drainage!O1290,266.49,Drainage!A1290,Drainage,200mm|pipe|invert|depth
DR_0546_Drainage,DR0546,1043,Wavin non entry inspection chamber Range 200; 200mm dia; 100 main channel; (for use with UPVC pipes); A15 C&F; depth to invert:-; depth to invert: 0.5 - 0.75 m,m,Drainage,Pipework,Drainage Works,302.26,Drainage!O1291,302.26,Drainage!A1291,Drainage,200mm|pipe|invert|depth
DR_0547_Drainage,DR0547,1044,Wavin non entry inspection chamber Range 200; 200mm dia; 100 main channel; (for use with UPVC pipes); A15 C&F; depth to invert:-; depth to invert: 0.75 - 1 m,m,Drainage,Pipework,Drainage Works,338.03,Drainage!O1292,338.03,Drainage!A1292,Drainage,200mm|pipe|invert|depth
DR_0548_Drainage,DR0548,1045,Wavin non entry inspection chamber Range 200; 200mm dia; 100 main channel; (for use with UPVC pipes); A15 C&F; depth to invert:-; depth to invert: 1 - 1.25 m,m,Drainage,Pipework,Drainage Works,373.79,Drainage!O1293,373.79,Drainage!A1293,Drainage,200mm|pipe|invert|depth
DR_0549_Drainage,DR0549,1046,Wavin non entry inspection chamber Range 200; 200mm dia; 100 main channel; (for use with UPVC pipes); A15 C&F; depth to invert:-; depth to invert: 1.25 - 1.5 m,m,Drainage,Pipework,Drainage Works,409.56,Drainage!O1294,409.56,Drainage!A1294,Drainage,200mm|pipe|invert|depth
DR_0550_Drainage,DR0550,1047,Wavin non entry inspection chamber Range 200; 200mm dia; 100 main channel; (for use with UPVC pipes); A15 C&F; depth to invert:-; depth to invert: 1.5 - 1.75 m,m,Drainage,Pipework,Drainage Works,445.33,Drainage!O1295,445.33,Drainage!A1295,Drainage,200mm|pipe|invert|depth
DR_0551_Drainage,DR0551,1048,Wavin non entry inspection chamber Range 200; 200mm dia; 100 main channel; (for use with UPVC pipes); A15 C&F; depth to invert:-; depth to invert: 1.75 - 2 m,m,Drainage,Pipework,Drainage Works,481.1,Drainage!O1296,481.1,Drainage!A1296,Drainage,200mm|pipe|invert|depth
